customer_id,age,employment_status,monthly_income,family_support_income,income_volatility_score,employment_stability_score,is_stacker_hidden,total_monthly_income,total_monthly_obligation,DSR,residual_income,concurrent_loans,recent_debt_accumulation,loan_stacking_signal
1000,50,employed,4379.09,0.0,0.24,0.83,0,4379.09,0.0,0.0,4379.09,0.0,0.0,0
1001,57,employed,3613.9,532.83,0.16,0.91,1,4146.7300000000005,1855.21,0.4473910768243893,2291.5200000000004,3.0,9500.0,1
1002,46,employed,5230.97,0.0,0.08,0.88,0,5230.97,0.0,0.0,5230.97,0.0,0.0,0
1003,24,self_employed,1381.54,0.0,0.26,0.64,1,1381.54,1993.33,1.4428319122139062,-611.79,3.0,0.0,1
1004,23,employed,4895.54,0.0,0.15,0.83,0,4895.54,881.67,0.1800965777013363,4013.87,1.0,0.0,0
1005,57,employed,3995.58,0.0,0.1,0.92,1,3995.58,5202.7,1.3021138357885462,-1207.12,5.0,32400.0,1
1006,39,self_employed,1409.87,647.69,0.24,0.77,1,2057.56,1775.0,0.8626722914520112,282.55999999999995,4.0,0.0,1
1007,44,employed,4210.79,828.35,0.05,0.87,0,5039.14,0.0,0.0,5039.14,0.0,0.0,0
1008,22,employed,4577.2,0.0,0.21,0.82,0,4577.2,747.5,0.1633094468233855,3829.7,1.0,0.0,0
1009,26,self_employed,2139.92,466.36,0.43,0.63,1,2606.28,3500.8199999999997,1.343224826189051,-894.5399999999995,4.0,9400.0,1
1010,44,employed,4760.0,0.0,0.31,0.78,0,4760.0,0.0,0.0,4760.0,0.0,0.0,0
1011,35,self_employed,2099.36,0.0,0.61,0.43,0,2099.36,113.75,0.0541831796356985,1985.6100000000001,1.0,0.0,0
1012,47,employed,2865.0,708.5,0.13,0.85,0,3573.5,230.0,0.06436266965160208,3343.5,1.0,0.0,0
1013,57,self_employed,1257.42,0.0,0.42,0.6,0,1257.42,0.0,0.0,1257.42,0.0,0.0,0
1014,27,employed,4717.3,0.0,0.22,0.76,1,4717.3,6299.17,1.3353337714370508,-1581.87,4.0,15400.0,1
1015,46,employed,4600.63,0.0,0.33,0.73,0,4600.63,191.67,0.04166168546481677,4408.96,1.0,0.0,0
1016,27,employed,3766.44,0.0,0.16,0.82,0,3766.44,186.88,0.04961714510253714,3579.56,1.0,0.0,0
1017,53,employed,3358.18,0.0,0.1,0.9,0,3358.18,637.29,0.18977243626011708,2720.89,2.0,0.0,0
1018,38,employed,2661.2,0.0,0.01,0.98,0,2661.2,460.0,0.17285435142041186,2201.2,1.0,0.0,0
1019,23,employed,3806.9,0.0,0.13,0.83,0,3806.9,0.0,0.0,3806.9,0.0,0.0,0
1020,38,self_employed,3752.99,0.0,0.55,0.48,1,3752.99,7029.37,1.8730052571416391,-3276.38,5.0,22900.0,1
1021,54,employed,5752.36,0.0,0.13,0.85,0,5752.36,0.0,0.0,5752.36,0.0,0.0,0
1022,47,employed,4686.0,0.0,0.26,0.77,0,4686.0,0.0,0.0,4686.0,0.0,0.0,0
1023,39,self_employed,2127.96,541.13,0.29,0.64,0,2669.09,201.25,0.07540023004095028,2467.84,1.0,0.0,0
1024,28,employed,4181.97,0.0,0.21,0.85,1,4181.97,5696.87,1.3622455445639254,-1514.8999999999996,5.0,28300.0,1
1025,33,employed,3882.44,536.12,0.22,0.78,0,4418.56,308.96,0.06992323290845885,4109.6,2.0,0.0,0
1026,54,employed,4084.61,0.0,0.29,0.72,1,4084.61,3724.8,0.9119108066620804,359.80999999999995,4.0,10800.0,1
1027,46,employed,4677.92,0.0,0.39,0.7,0,4677.92,0.0,0.0,4677.92,0.0,0.0,0
1028,57,self_employed,4210.75,0.0,0.62,0.42,0,4210.75,697.71,0.16569732232975123,3513.04,2.0,0.0,0
1029,38,employed,5014.71,0.0,0.08,0.86,0,5014.71,431.25,0.08599699683531052,4583.46,1.0,0.0,0
1030,59,employed,4576.31,0.0,0.04,0.96,0,4576.31,0.0,0.0,4576.31,0.0,0.0,0
1031,54,employed,5162.83,0.0,0.09,0.91,0,5162.83,0.0,0.0,5162.83,0.0,0.0,0
1032,49,employed,3890.18,621.23,0.12,0.78,0,4511.41,364.17,0.08072199157247956,4147.24,1.0,0.0,0
1033,54,employed,3240.38,0.0,0.19,0.78,0,3240.38,0.0,0.0,3240.38,0.0,0.0,0
1034,52,self_employed,4452.67,0.0,0.47,0.48,0,4452.67,757.09,0.17003056593010488,3695.58,2.0,0.0,0
1035,47,self_employed,5124.58,0.0,0.57,0.48,0,5124.58,177.29,0.034596005916582434,4947.29,1.0,0.0,0
1036,56,employed,3413.64,0.0,0.31,0.7,0,3413.64,0.0,0.0,3413.64,0.0,0.0,0
1037,29,self_employed,3848.44,0.0,0.54,0.47,1,3848.44,4125.63,1.0720265873964516,-277.19000000000005,5.0,18600.0,1
1038,44,employed,3269.27,408.99,0.0,0.98,1,3678.26,2879.37,0.7828076318694165,798.8900000000003,3.0,0.0,1
1039,36,employed,4476.51,0.0,0.23,0.74,0,4476.51,805.0,0.17982758890296235,3671.51,1.0,0.0,0
1040,25,self_employed,4519.4,0.0,0.56,0.4,1,4519.4,2931.67,0.6486856662388814,1587.7299999999996,3.0,0.0,1
1041,51,employed,4337.85,0.0,0.14,0.82,0,4337.85,383.33,0.08836866189471741,3954.5200000000004,1.0,0.0,0
1042,44,employed,4672.0,0.0,0.09,0.9,0,4672.0,402.5,0.0861515410958904,4269.5,1.0,0.0,0
1043,46,employed,4665.37,575.46,0.3,0.78,0,5240.83,1202.29,0.22940831891131747,4038.54,2.0,0.0,0
1044,24,employed,5013.53,0.0,0.26,0.7,1,5013.53,8625.21,1.720386633769021,-3611.6799999999994,6.0,35900.0,1
1045,51,self_employed,3143.91,0.0,0.74,0.35,0,3143.91,0.0,0.0,3143.91,0.0,0.0,0
1046,54,employed,3663.96,527.84,0.02,0.98,0,4191.8,0.0,0.0,4191.8,0.0,0.0,0
1047,25,employed,4604.75,568.81,0.07,0.97,0,5173.5599999999995,0.0,0.0,5173.5599999999995,0.0,0.0,0
1048,33,employed,3507.89,922.26,0.16,0.86,0,4430.15,140.0,0.03160163877069625,4290.15,1.0,0.0,0
1049,50,employed,3913.2,0.0,0.28,0.73,1,3913.2,8342.5,2.1318869467443524,-4429.3,6.0,31400.0,1
1050,29,employed,3501.84,0.0,0.1,0.9,0,3501.84,0.0,0.0,3501.84,0.0,0.0,0
1051,32,self_employed,925.36,334.2,0.3,0.67,0,1259.56,0.0,0.0,1259.56,0.0,0.0,0
1052,56,unemployed,321.23,0.0,0.61,0.33,0,321.23,0.0,0.0,321.23,0.0,0.0,0
1053,58,employed,4915.5,0.0,0.27,0.77,0,4915.5,730.83,0.14867866951480013,4184.67,2.0,0.0,0
1054,41,self_employed,4522.93,0.0,0.49,0.49,0,4522.93,0.0,0.0,4522.93,0.0,0.0,0
1055,33,employed,4082.85,0.0,0.17,0.84,1,4082.85,5644.58,1.3825097664621526,-1561.73,4.0,22800.0,1
1056,26,employed,4963.94,260.67,0.05,0.92,0,5224.61,772.9200000000001,0.14793831501298663,4451.69,2.0,0.0,0
1057,26,self_employed,3486.77,518.01,0.43,0.57,0,4004.7799999999997,183.75,0.045882670209100127,3821.0299999999997,1.0,0.0,0
1058,34,employed,4708.96,0.0,0.25,0.74,0,4708.96,953.33,0.2024502225544494,3755.63,2.0,0.0,0
1059,29,employed,4923.48,404.52,0.0,0.97,1,5328.0,16543.75,3.1050581831831834,-11215.75,7.0,41200.0,1
1060,48,employed,5088.09,0.0,0.18,0.8,0,5088.09,0.0,0.0,5088.09,0.0,0.0,0
1061,41,employed,2806.42,0.0,0.29,0.73,0,2806.42,0.0,0.0,2806.42,0.0,0.0,0
1062,46,self_employed,5799.11,544.82,0.59,0.41,1,6343.929999999999,9781.67,1.541894377775291,-3437.7400000000007,4.0,9600.0,1
1063,56,employed,3438.55,0.0,0.0,0.99,0,3438.55,520.83,0.15146791525497666,2917.7200000000003,2.0,0.0,0
1064,44,employed,3911.25,0.0,0.17,0.88,0,3911.25,421.67,0.10780952380952381,3489.58,1.0,0.0,0
1065,47,employed,3394.48,0.0,0.15,0.8,0,3394.48,0.0,0.0,3394.48,0.0,0.0,0
1066,38,employed,5382.2,0.0,0.15,0.78,1,5382.2,10871.05,2.019815317156553,-5488.849999999999,6.0,52800.0,1
1067,27,self_employed,4612.94,795.33,0.49,0.51,0,5408.2699999999995,0.0,0.0,5408.2699999999995,0.0,0.0,0
1068,53,unemployed,471.78,730.71,0.77,0.21,0,1202.49,279.16999999999996,0.23215993480195257,923.32,2.0,0.0,0
1069,54,employed,2724.46,380.12,0.28,0.72,0,3104.58,249.17,0.08025884338622294,2855.41,1.0,0.0,0
1070,58,self_employed,3570.47,0.0,0.48,0.49,0,3570.47,392.92,0.11004713665147726,3177.5499999999997,1.0,0.0,0
1071,25,employed,3376.74,0.0,0.06,0.89,0,3376.74,769.17,0.22778478651006592,2607.5699999999997,2.0,0.0,0
1072,55,employed,3756.91,0.0,0.03,0.94,0,3756.91,920.0,0.2448820972554573,2836.91,2.0,0.0,0
1073,58,employed,6031.41,0.0,0.15,0.9,0,6031.41,742.7,0.12313870222717409,5288.71,2.0,0.0,0
1074,48,employed,2593.01,0.0,0.13,0.91,0,2593.01,0.0,0.0,2593.01,0.0,0.0,0
1075,38,self_employed,3344.64,159.32,0.62,0.37,0,3503.96,490.0,0.13984177901574218,3013.96,1.0,0.0,0
1076,55,employed,3081.56,0.0,0.1,0.87,0,3081.56,0.0,0.0,3081.56,0.0,0.0,0
1077,44,employed,3119.0,597.53,0.3,0.8,0,3716.5299999999997,0.0,0.0,3716.5299999999997,0.0,0.0,0
1078,40,self_employed,3020.96,0.0,0.53,0.47,0,3020.96,153.12,0.050685874688840636,2867.84,1.0,0.0,0
1079,33,employed,3609.09,0.0,0.19,0.81,0,3609.09,297.08,0.08231437841672,3312.01,1.0,0.0,0
1080,43,employed,4033.71,477.53,0.04,0.95,0,4511.24,0.0,0.0,4511.24,0.0,0.0,0
1081,56,employed,3562.18,0.0,0.1,0.84,0,3562.18,356.25,0.10000898326305802,3205.93,2.0,0.0,0
1082,45,self_employed,4100.33,343.1,0.22,0.72,1,4443.43,4657.09,1.0480844752814829,-213.65999999999985,6.0,22400.0,1
1083,58,employed,2672.73,515.05,0.09,0.86,0,3187.7799999999997,420.0,0.13175313227387087,2767.7799999999997,1.0,0.0,0
1084,34,employed,4844.26,0.0,0.19,0.84,0,4844.26,0.0,0.0,4844.26,0.0,0.0,0
